5e-08 5e-08 0 4.00742
5e-08 1.5e-07 0 7.25777
1.5e-07 5e-08 0 4.00806
5e-08 2.5e-07 0 10.3823
1.5e-07 1.5e-07 0 7.25813
2.5e-07 5e-08 0 4.00821
5e-08 3.5e-07 0 13.4193
1.5e-07 2.5e-07 0 10.3837
2.5e-07 1.5e-07 0 7.25823
3.5e-07 5e-08 0 4.00796
5e-08 4.5e-07 0 16.3865
1.5e-07 3.5e-07 0 13.4208
2.5e-07 2.5e-07 0 10.3839
3.5e-07 1.5e-07 0 7.25799
4.5e-07 5e-08 0 4.00788
5e-08 5.5e-07 0 19.2883
1.5e-07 4.5e-07 0 16.3877
2.5e-07 3.5e-07 0 13.4212
3.5e-07 2.5e-07 0 10.3835
4.5e-07 1.5e-07 0 7.25789
5.5e-07 5e-08 0 4.00787
5e-08 6.5e-07 0 22.1257
1.5e-07 5.5e-07 0 19.2893
2.5e-07 4.5e-07 0 16.3882
3.5e-07 3.5e-07 0 13.4208
4.5e-07 2.5e-07 0 10.3833
5.5e-07 1.5e-07 0 7.25788
6.5e-07 5e-08 0 4.00788
5e-08 7.5e-07 0 24.8985
1.5e-07 6.5e-07 0 22.1265
2.5e-07 5.5e-07 0 19.2898
3.5e-07 4.5e-07 0 16.3879
4.5e-07 3.5e-07 0 13.4206
5.5e-07 2.5e-07 0 10.3833
6.5e-07 1.5e-07 0 7.25791
7.5e-07 5e-08 0 4.00789
5e-08 8.5e-07 0 27.6069
1.5e-07 7.5e-07 0 24.8994
2.5e-07 6.5e-07 0 22.127
3.5e-07 5.5e-07 0 19.2896
4.5e-07 4.5e-07 0 16.3877
5.5e-07 3.5e-07 0 13.4205
6.5e-07 2.5e-07 0 10.3833
7.5e-07 1.5e-07 0 7.25793
8.5e-07 5e-08 0 4.0079
5e-08 9.5e-07 0 30.2509
1.5e-07 8.5e-07 0 27.6077
2.5e-07 7.5e-07 0 24.8998
3.5e-07 6.5e-07 0 22.1268
4.5e-07 5.5e-07 0 19.2894
5.5e-07 4.5e-07 0 16.3876
6.5e-07 3.5e-07 0 13.4205
7.5e-07 2.5e-07 0 10.3833
8.5e-07 1.5e-07 0 7.25795
9.5e-07 5e-08 0 4.0079
5e-08 1.05e-06 0 32.8303
1.5e-07 9.5e-07 0 30.2517
2.5e-07 8.5e-07 0 27.6082
3.5e-07 7.5e-07 0 24.8996
4.5e-07 6.5e-07 0 22.1266
5.5e-07 5.5e-07 0 19.2893
6.5e-07 4.5e-07 0 16.3876
7.5e-07 3.5e-07 0 13.4205
8.5e-07 2.5e-07 0 10.3833
9.5e-07 1.5e-07 0 7.25796
1.05e-06 5e-08 0 4.00791
5e-08 1.15e-06 0 35.3452
1.5e-07 1.05e-06 0 32.8311
2.5e-07 9.5e-07 0 30.2521
3.5e-07 8.5e-07 0 27.608
4.5e-07 7.5e-07 0 24.8995
5.5e-07 6.5e-07 0 22.1265
6.5e-07 5.5e-07 0 19.2893
7.5e-07 4.5e-07 0 16.3876
8.5e-07 3.5e-07 0 13.4205
9.5e-07 2.5e-07 0 10.3833
1.05e-06 1.5e-07 0 7.25796
1.15e-06 5e-08 0 4.00791
5e-08 1.25e-06 0 37.7957
1.5e-07 1.15e-06 0 35.346
2.5e-07 1.05e-06 0 32.8315
3.5e-07 9.5e-07 0 30.2519
4.5e-07 8.5e-07 0 27.6078
5.5e-07 7.5e-07 0 24.8994
6.5e-07 6.5e-07 0 22.1265
7.5e-07 5.5e-07 0 19.2893
8.5e-07 4.5e-07 0 16.3876
9.5e-07 3.5e-07 0 13.4205
1.05e-06 2.5e-07 0 10.3833
1.15e-06 1.5e-07 0 7.25796
1.25e-06 5e-08 0 4.00791
5e-08 1.35e-06 0 40.1817
1.5e-07 1.25e-06 0 37.7965
2.5e-07 1.15e-06 0 35.3464
3.5e-07 1.05e-06 0 32.8313
4.5e-07 9.5e-07 0 30.2518
5.5e-07 8.5e-07 0 27.6078
6.5e-07 7.5e-07 0 24.8994
7.5e-07 6.5e-07 0 22.1265
8.5e-07 5.5e-07 0 19.2893
9.5e-07 4.5e-07 0 16.3876
1.05e-06 3.5e-07 0 13.4205
1.15e-06 2.5e-07 0 10.3833
1.25e-06 1.5e-07 0 7.25797
1.35e-06 5e-08 0 4.00791
5e-08 1.45e-06 0 42.5032
1.5e-07 1.35e-06 0 40.1825
2.5e-07 1.25e-06 0 37.7969
3.5e-07 1.15e-06 0 35.3463
4.5e-07 1.05e-06 0 32.8312
5.5e-07 9.5e-07 0 30.2517
6.5e-07 8.5e-07 0 27.6077
7.5e-07 7.5e-07 0 24.8993
8.5e-07 6.5e-07 0 22.1265
9.5e-07 5.5e-07 0 19.2893
1.05e-06 4.5e-07 0 16.3876
1.15e-06 3.5e-07 0 13.4205
1.25e-06 2.5e-07 0 10.3833
1.35e-06 1.5e-07 0 7.25797
1.45e-06 5e-08 0 4.00791
5e-08 1.55e-06 0 44.7602
1.5e-07 1.45e-06 0 42.504
2.5e-07 1.35e-06 0 40.1829
3.5e-07 1.25e-06 0 37.7967
4.5e-07 1.15e-06 0 35.3461
5.5e-07 1.05e-06 0 32.8311
6.5e-07 9.5e-07 0 30.2517
7.5e-07 8.5e-07 0 27.6077
8.5e-07 7.5e-07 0 24.8993
9.5e-07 6.5e-07 0 22.1265
1.05e-06 5.5e-07 0 19.2893
1.15e-06 4.5e-07 0 16.3876
1.25e-06 3.5e-07 0 13.4205
1.35e-06 2.5e-07 0 10.3833
1.45e-06 1.5e-07 0 7.25797
1.55e-06 5e-08 0 4.00791
5e-08 1.65e-06 0 46.9527
1.5e-07 1.55e-06 0 44.761
2.5e-07 1.45e-06 0 42.5044
3.5e-07 1.35e-06 0 40.1827
4.5e-07 1.25e-06 0 37.7966
5.5e-07 1.15e-06 0 35.3461
6.5e-07 1.05e-06 0 32.8311
7.5e-07 9.5e-07 0 30.2517
8.5e-07 8.5e-07 0 27.6077
9.5e-07 7.5e-07 0 24.8993
1.05e-06 6.5e-07 0 22.1265
1.15e-06 5.5e-07 0 19.2893
1.25e-06 4.5e-07 0 16.3876
1.35e-06 3.5e-07 0 13.4205
1.45e-06 2.5e-07 0 10.3833
1.55e-06 1.5e-07 0 7.25797
1.65e-06 5e-08 0 4.00791
5e-08 1.75e-06 0 49.0807
1.5e-07 1.65e-06 0 46.9535
2.5e-07 1.55e-06 0 44.7614
3.5e-07 1.45e-06 0 42.5042
4.5e-07 1.35e-06 0 40.1826
5.5e-07 1.25e-06 0 37.7965
6.5e-07 1.15e-06 0 35.346
7.5e-07 1.05e-06 0 32.8311
8.5e-07 9.5e-07 0 30.2516
9.5e-07 8.5e-07 0 27.6077
1.05e-06 7.5e-07 0 24.8993
1.15e-06 6.5e-07 0 22.1265
1.25e-06 5.5e-07 0 19.2893
1.35e-06 4.5e-07 0 16.3876
1.45e-06 3.5e-07 0 13.4205
1.55e-06 2.5e-07 0 10.3833
1.65e-06 1.5e-07 0 7.25797
1.75e-06 5e-08 0 4.00791
5e-08 1.85e-06 0 51.1443
1.5e-07 1.75e-06 0 49.0815
2.5e-07 1.65e-06 0 46.9539
3.5e-07 1.55e-06 0 44.7612
4.5e-07 1.45e-06 0 42.5041
5.5e-07 1.35e-06 0 40.1825
6.5e-07 1.25e-06 0 37.7965
7.5e-07 1.15e-06 0 35.346
8.5e-07 1.05e-06 0 32.8311
9.5e-07 9.5e-07 0 30.2516
1.05e-06 8.5e-07 0 27.6077
1.15e-06 7.5e-07 0 24.8993
1.25e-06 6.5e-07 0 22.1265
1.35e-06 5.5e-07 0 19.2893
1.45e-06 4.5e-07 0 16.3876
1.55e-06 3.5e-07 0 13.4205
1.65e-06 2.5e-07 0 10.3833
1.75e-06 1.5e-07 0 7.25797
1.85e-06 5e-08 0 4.00791
5e-08 1.95e-06 0 53.1433
1.5e-07 1.85e-06 0 51.1451
2.5e-07 1.75e-06 0 49.0819
3.5e-07 1.65e-06 0 46.9537
4.5e-07 1.55e-06 0 44.7611
5.5e-07 1.45e-06 0 42.504
6.5e-07 1.35e-06 0 40.1825
7.5e-07 1.25e-06 0 37.7965
8.5e-07 1.15e-06 0 35.346
9.5e-07 1.05e-06 0 32.8311
1.05e-06 9.5e-07 0 30.2517
1.15e-06 8.5e-07 0 27.6077
1.25e-06 7.5e-07 0 24.8993
1.35e-06 6.5e-07 0 22.1265
1.45e-06 5.5e-07 0 19.2893
1.55e-06 4.5e-07 0 16.3876
1.65e-06 3.5e-07 0 13.4205
1.75e-06 2.5e-07 0 10.3833
1.85e-06 1.5e-07 0 7.25797
1.95e-06 5e-08 0 4.00791
5e-08 2.05e-06 0 55.0779
1.5e-07 1.95e-06 0 53.1441
2.5e-07 1.85e-06 0 51.1455
3.5e-07 1.75e-06 0 49.0818
4.5e-07 1.65e-06 0 46.9536
5.5e-07 1.55e-06 0 44.761
6.5e-07 1.45e-06 0 42.504
7.5e-07 1.35e-06 0 40.1825
8.5e-07 1.25e-06 0 37.7965
9.5e-07 1.15e-06 0 35.346
1.05e-06 1.05e-06 0 32.8311
1.15e-06 9.5e-07 0 30.2517
1.25e-06 8.5e-07 0 27.6077
1.35e-06 7.5e-07 0 24.8993
1.45e-06 6.5e-07 0 22.1265
1.55e-06 5.5e-07 0 19.2893
1.65e-06 4.5e-07 0 16.3876
1.75e-06 3.5e-07 0 13.4205
1.85e-06 2.5e-07 0 10.3833
1.95e-06 1.5e-07 0 7.25797
2.05e-06 5e-08 0 4.00791
5e-08 2.15e-06 0 56.948
1.5e-07 2.05e-06 0 55.0787
2.5e-07 1.95e-06 0 53.1445
3.5e-07 1.85e-06 0 51.1453
4.5e-07 1.75e-06 0 49.0816
5.5e-07 1.65e-06 0 46.9535
6.5e-07 1.55e-06 0 44.761
7.5e-07 1.45e-06 0 42.504
8.5e-07 1.35e-06 0 40.1825
9.5e-07 1.25e-06 0 37.7965
1.05e-06 1.15e-06 0 35.346
1.15e-06 1.05e-06 0 32.8311
1.25e-06 9.5e-07 0 30.2517
1.35e-06 8.5e-07 0 27.6077
1.45e-06 7.5e-07 0 24.8993
1.55e-06 6.5e-07 0 22.1265
1.65e-06 5.5e-07 0 19.2893
1.75e-06 4.5e-07 0 16.3876
1.85e-06 3.5e-07 0 13.4205
1.95e-06 2.5e-07 0 10.3833
2.05e-06 1.5e-07 0 7.25797
2.15e-06 5e-08 0 4.00791
5e-08 2.25e-06 0 58.7536
1.5e-07 2.15e-06 0 56.9488
2.5e-07 2.05e-06 0 55.0791
3.5e-07 1.95e-06 0 53.1444
4.5e-07 1.85e-06 0 51.1452
5.5e-07 1.75e-06 0 49.0815
6.5e-07 1.65e-06 0 46.9535
7.5e-07 1.55e-06 0 44.761
8.5e-07 1.45e-06 0 42.504
9.5e-07 1.35e-06 0 40.1825
1.05e-06 1.25e-06 0 37.7965
1.15e-06 1.15e-06 0 35.346
1.25e-06 1.05e-06 0 32.8311
1.35e-06 9.5e-07 0 30.2517
1.45e-06 8.5e-07 0 27.6077
1.55e-06 7.5e-07 0 24.8993
1.65e-06 6.5e-07 0 22.1265
1.75e-06 5.5e-07 0 19.2893
1.85e-06 4.5e-07 0 16.3876
1.95e-06 3.5e-07 0 13.4205
2.05e-06 2.5e-07 0 10.3833
2.15e-06 1.5e-07 0 7.25797
2.25e-06 5e-08 0 4.00791
5e-08 2.35e-06 0 60.4947
1.5e-07 2.25e-06 0 58.7544
2.5e-07 2.15e-06 0 56.9492
